Year,A0_14,A15_64,A65_+,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99plus
2008,246758.18,988912.494,108744.553,16624.615,16403.628,16181.611,16438.657,16009.908,15698.938,15511.05,15451.55,15503.19,15648.721,16006.21,16626.063,17445.93,18250.067,18958.042,20003.842,21541.691,23297.134,24966.44,26760.298,27521.781,26692.036,24851.886,23152.759,21378.472,19992.043,19344.825,19222.168,18984.755,18672.47,18835.603,19656.042,20890.333,22095.358,23338.401,24353.545,24956.408,25240.273,25527.748,25808.236,25694.82,25044.276,24026.984,22993.394,21917.637,20822.368,19768.701,18777.309,17726.516,16543.166,15862.653,15958.01,16511.813,16993.704,17581.87,17606.474,16703.601,15216.02,13848.855,12459.199,11274.128,10477.063,9943.112,9346.169,8730.105,8236.143,7895.166,7656.933,7441.313,7265.527,7034.072,6691.582,6276.627,5890.511,5521.813,5120.884,4675.977,4207.203,3747.03,3289.701,2869.981,2508.744,2193.096,1887.263,1595.993,1339.742,1124.357,942.599,771.559,636.149,525.739,412.612,297.645,204.767,152.758,122.338,87.837,49.256,31.871,39.765
2009,244193.979,996564.58,111309.532,16608.899,16514.483,16375.153,16209.491,16263.315,15958.91,15726.214,15578.121,15527.522,15557.241,15650.1,15969.342,16588.001,17428.758,18238.429,18944.252,19987.397,21521.996,23273.907,24939.702,26729.89,27488.868,26658.435,24818.812,23120.106,21346.318,19960.449,19313.683,19191.372,18954.401,18642.658,18805.817,19625.492,20858.474,22062.206,23303.921,24317.568,24918.776,25200.903,25486.567,25765.102,25650.15,24998.747,23981.005,22946.666,21869.776,20773.706,19719.78,18728.218,17677.002,16493.441,15810.291,15899.365,16444.598,16917.981,17496.953,17514.289,16607.521,15118.068,13748.028,12354.832,11165.839,10364.22,9824.877,9222.155,8600.321,8097.223,7742.264,7486.864,7254.713,7063.077,6814.879,6454.615,6022.073,5619.559,5235.029,4824.377,4378.588,3915.365,3461.739,3012.679,2603.374,2254.245,1952.198,1661.551,1386.841,1147.473,948.715,783.446,626.274,509.5,420.508,323.671,219.428,145.376,112.18,89.094,63.284,34.749,44.26
2010,242692.023,1002840.207,114222.872,16651.35,16650.327,16572.557,16438.515,16268.677,16083.518,15903.514,15749.142,15640.875,15599.191,15606.986,15647.156,15928.072,16545.366,17406.777,18221.758,18925.234,19965.436,21496.362,23244.258,24906.083,26692.106,27448.37,26617.479,24778.892,23081.076,21308.276,19923.348,19277.213,19155.281,18918.819,18607.704,18770.844,19589.53,20820.861,22022.969,23263.012,24274.883,24874.27,25154.582,25438.356,25714.862,25598.407,24946.323,23928.413,22893.612,21815.887,20719.318,19665.424,18673.964,17622.618,16439.172,15753.575,15836.341,16372.855,16837.602,17407.222,17417.287,16506.876,15015.962,13643.426,12247.076,11054.49,10248.539,9703.954,9095.621,8468.189,7956.096,7587.255,7314.764,7066.148,6858.72,6593.85,6215.915,5765.909,5347.111,4946.859,4526.601,4080.053,3622.507,3175.552,2734.884,2336.104,1999.177,1710.812,1435.428,1177.349,954.927,772.847,624.109,480.847,382.738,315.182,234.658,141.166,85.958,71.579,55.832,38.718,49.407
2011,242070.629,1007914.867,117494.768,16794.155,16696.531,16660.374,16560.959,16416.459,16245.047,16067.248,15903.589,15760.48,15651.388,15601.545,15605.666,15644.354,15923.64,16539.194,17398.827,18212.008,18913.641,19952.366,21482.385,23229.782,24891.121,26676.709,27432.742,26601.847,24763.409,23065.749,21293.079,19908.323,19262.4,19140.636,18904.227,18593.08,18755.75,19573.347,20803.113,22003.535,23241.743,24251.456,24848.323,25125.841,25406.637,25679.92,25560.374,24905.515,23884.964,22846.984,21765.311,20665.414,19609.318,18615.935,17562.161,16376.623,15684.853,15755.308,16275.694,16724.57,17277.397,17273.817,16355.231,14859.554,13481.15,12078.565,10879.112,10065.021,9511.22,8894.206,8259.242,7735.872,7350.041,7057.455,6790.382,6565.369,6286.766,5900.974,5447.894,5027.184,4626.3,4210.774,3775.801,3334.843,2905.756,2484.469,2106.342,1790.676,1523.911,1266.57,1032.502,838.35,674.588,535.612,409.535,327.181,268.798,199.551,119.44,78.112,61.154,42.598,55.3
2012,242706.652,1011592.657,120899.31,17009.277,17033.481,16736.08,16664.778,16543.737,16388.821,16215.892,16045.519,15898.271,15766.481,15656.6,15598.61,15599.054,15636.245,15913.806,16527.411,17384.972,18196.076,18895.626,19932.523,21461.115,23207.419,24867.709,26652.256,27407.801,26577.183,24739.519,23042.59,21270.652,19886.538,19241.046,19119.491,18883.215,18572.142,18734.285,19550.517,20778.3,21976.626,23212.579,24219.79,24813.933,25088.562,25366.283,25636.248,25513.649,24856.235,23833.388,22792.579,21707.322,20604.468,19546.527,18551.556,17495.709,16308.48,15610.768,15668.879,16172.95,16605.794,17141.629,17124.396,16197.94,14698.004,13314.197,11905.849,10699.931,9877.971,9315.136,8689.645,8047.358,7512.882,7110.18,6797.586,6512.133,6269.602,5977.351,5583.826,5127.824,4705.344,4303.964,3893.314,3470.071,3045.862,2634.799,2233.049,1875.718,1581.433,1336.372,1097.173,887.211,721.414,576.036,446.876,338.037,271.477,222.292,164.353,97.66,66.785,46.749,61.827
2013,244177.603,1013887.642,124727.967,17222.134,17205.523,17118.721,16770.827,16664.4,16521.768,16356.48,16182.084,16019.186,15888.39,15767.958,15657.32,15591.198,15587.966,15623.648,15899.404,16510.884,17366.128,18174.922,18872.189,19906.959,21433.685,23178.396,24837.159,26620.153,27374.994,26544.892,24708.528,23012.819,21242.12,19859.045,19214.169,19092.859,18856.784,18545.873,18707.444,19522.075,20747.523,21943.41,23176.753,24181.172,24772.422,25044.083,25318.648,25585.218,25459.602,24799.821,23774.97,22731.632,21643.102,20537.608,19478.125,18481.852,17424.235,16235.656,15532.202,15577.952,16065.563,16482.25,17000.939,16970.058,16035.998,14532.234,13143.42,11729.713,10517.675,9688.083,9116.373,8482.585,7833.159,7287.731,6868.273,6535.76,6232.009,5972.028,5666.213,5265.069,4806.275,4382.146,3980.384,3574.729,3163.337,2755.999,2363.08,1980.982,1644.549,1371.73,1148.444,927.457,741.661,604.267,477.317,358.009,266.44,215.693,175.722,129.108,75.851,50.973,68.856
2014,245788.437,1014912.52,129409.431,17331.918,17297.466,17206.787,17070.872,16803.67,16662.143,16497.944,16322.307,16146.464,15991.056,15876.723,15767.657,15656.274,15582.032,15575.124,15609.295,15883.216,16492.502,17345.333,18151.727,18846.634,19879.16,21403.849,23146.77,24803.822,26585.062,27339.113,26509.621,24674.764,22980.464,21211.205,19829.323,19185.137,19064.084,18828.237,18517.524,18678.503,19491.444,20714.418,21907.733,23138.327,24139.844,24728.133,24996.796,25268.177,25531.322,25402.704,24740.633,23713.895,22668.146,21576.467,20468.457,19407.552,18410.09,17350.824,16161.028,15451.914,15485.303,15956.405,16356.894,16858.385,16813.864,15872.309,14364.887,12971.224,11552.32,10334.302,9497.173,8916.658,8274.646,7618.158,7061.843,6625.682,6273.295,5951.287,5673.892,5354.553,4945.837,4484.305,4058.576,3656.478,3255.861,2856.363,2465.935,2091.196,1728.786,1413.281,1161.952,960.458,757.7,596.083,487.096,378.581,269.135,194.841,159.907,129.149,93.861,54.042,76.199
2015,247072.789,1014777.26,135178.504,17269.717,17272.603,17221.755,17126.091,16994.529,16835.986,16659.382,16473.633,16287.657,16110.373,15962.455,15864.579,15766.877,15654.754,15572.398,15561.816,15594.476,15866.554,16473.63,17324.022,18127.994,18820.519,19850.773,21373.379,23114.459,24769.749,26549.183,27302.422,26473.564,24640.269,22947.429,21179.662,19799.016,19155.537,19034.746,18799.134,18488.627,18649.012,19460.237,20680.703,21871.41,23099.22,24097.804,24683.118,24948.776,25216.966,25476.68,25345.066,24680.724,23652.132,22604.005,21509.211,20398.721,19336.428,18337.807,17276.925,16085.949,15371.198,15392.233,15846.82,16231.107,16715.393,16657.241,15708.223,14197.191,12798.725,11374.669,10150.711,9306.074,8716.775,8066.565,7403.037,6835.858,6383.016,6010.776,5670.53,5375.739,5042.893,4626.621,4162.365,3735.05,3332.628,2937.059,2549.461,2175.946,1819.39,1476.669,1182.091,952.248,772.54,588.008,450.562,369.971,279.884,180.3,123.272,104.144,82.596,58.629,83.702
2016,248427.209,1012998.207,142074.949,17011.111,17244.122,17261.558,17220.1,17129.477,16999.419,16838.876,16656.801,16466.806,16280.172,16104.299,15956.038,15856.901,15757.702,15643.827,15559.576,15547.056,15577.675,15848.106,16454.172,17303.976,18107.371,18799.476,19829.109,21350.694,23090.572,24744.79,26523.095,27275.899,26447.667,24615.639,22923.866,21157.064,19777.092,19133.795,19012.73,18776.667,18465.515,18624.506,19433.352,20650.667,21837.979,23062.139,24056.532,24637.055,24897.494,25160.162,25413.905,25276.808,24607.915,23575.238,22522.139,21421.221,20305.254,19238.719,18235.956,17170.374,15975.551,15250.143,15250.238,15677.694,16035.774,16492.816,16413.497,15453.477,13938.14,12534.499,11105.904,9876.906,9025.397,8428.272,7772.033,7104.381,6531.771,6071.082,5690.23,5343.293,5043.098,4709.264,4298.223,3844.081,3427.886,3037.475,2658.674,2293.851,1947.046,1611.139,1297.724,1041.424,834.09,664.042,501.381,386.354,316.475,238.656,152.897,109.311,86.743,61.806,91.401
2017,249157.196,1010367.47,149992.731,16583.811,16855.282,17220.056,17252.047,17219.979,17134.391,17005.824,16843.266,16655.703,16461.443,16274.135,16099.657,15951.04,15850.634,15749.928,15634.29,15548.136,15533.676,15562.257,15831.064,16436.174,17285.465,18088.355,18780.102,19809.205,21329.904,23068.735,24722.028,26499.361,27251.798,26424.118,24593.194,22902.337,21136.344,19756.924,19113.749,18992.4,18755.865,18444.041,18601.652,19408.191,20622.461,21806.483,23027.101,24017.391,24593.173,24848.414,25105.582,25353.373,25210.78,24537.276,23500.42,22442.254,21335.111,20213.568,19142.694,18135.697,17065.319,15866.541,15130.408,15109.558,15509.914,15841.809,16271.639,16171.139,15200.029,13680.25,12271.307,10838.046,9603.896,8745.437,8140.43,7478.102,6806.265,6228.172,5759.592,5370.092,5016.43,4710.803,4375.952,3970.105,3526.041,3120.933,2742.501,2380.439,2038.366,1718.249,1402.968,1118.839,900.806,715.971,555.571,414.773,322.161,262.99,197.436,125.498,90.378,64.618,99.285
2018,249322.32,1007330.122,158393.486,16059.336,16509.705,16837.197,17195.492,17242.043,17219.368,17138.819,17011.749,16847.179,16654.131,16455.611,16267.633,16094.556,15945.587,15843.914,15741.705,15624.306,15536.251,15519.85,15546.391,15813.566,16417.702,17266.456,18068.818,18760.186,19788.731,21308.501,23046.234,24698.556,26474.866,27226.914,26399.81,24570.043,22880.149,21115.016,19736.187,19093.154,18971.524,18734.523,18422.035,18578.261,19382.468,20593.659,21774.356,22991.397,23977.553,24548.577,24798.61,25050.268,25292.1,25144.013,24465.913,23424.908,22361.702,21248.364,20121.273,19046.09,18034.887,16959.741,15757.041,15010.199,14968.397,15341.63,15647.322,16049.919,15928.233,14946.056,13421.876,12007.67,10569.781,9330.513,8465.126,7852.251,7183.85,6507.845,5924.283,5447.823,5049.683,4689.304,4378.251,4042.392,3641.754,3207.783,2813.778,2447.34,2102.034,1782.729,1489.318,1194.68,939.856,760.11,597.787,447.043,328.12,257.935,209.478,156.195,98.087,67.308,107.214
2019,249158.081,1004475.88,166428.061,15541.631,16136.238,16587.971,16910.564,17166.711,17227.812,17214.537,17139.047,17013.505,16846.964,16648.478,16445.745,16257.143,16085.51,15936.225,15833.31,15729.621,15610.491,15520.556,15502.218,15526.713,15792.19,16395.204,17243.212,18044.851,18735.671,19763.404,21281.872,23018.082,24669.027,26443.88,27195.354,26369.028,24540.866,22852.352,21088.51,19710.61,19067.876,18945.996,18708.587,18395.511,18550.314,19351.993,20559.807,21736.889,22950.053,23931.833,24497.958,24742.722,24988.809,25224.621,25071.075,24388.547,23343.646,22275.661,21156.401,20024.037,18944.808,17929.646,16849.996,15643.668,14886.299,14823.553,15169.57,15448.982,15824.243,15681.398,14688.395,13160.187,11741.064,10298.899,9054.816,8182.712,7562.119,6887.809,6207.802,5618.914,5134.688,4728.005,4360.996,4044.594,3707.808,3312.478,2888.707,2505.903,2151.55,1823.087,1526.63,1259.999,986.079,760.625,619.215,479.445,338.395,241.379,193.64,155.91,114.913,70.648,115.009
2020,248745.471,1002171.895,173630.9,15107.836,15775.447,16298.727,16690.645,16964.164,17132.253,17207.876,17204.001,17133.594,17009.62,16841.163,16637.308,16430.432,16241.269,16071.136,15921.584,15817.462,15712.329,15591.507,15499.723,15479.456,15501.897,15765.589,16367.282,17214.264,18014.912,18704.956,19731.538,21248.202,22982.313,24631.335,26404.142,27154.793,26329.52,24503.569,22816.992,21055.026,19678.512,19036.29,18914.199,18676.461,18362.902,18516.231,19315.116,20519.155,21692.233,22901.121,23878.203,24439.243,24678.659,24919.096,25148.812,24989.861,24303.133,23254.684,22182.277,21057.467,19920.21,18837.295,17818.512,16734.717,15525.163,14757.524,14673.864,14992.564,15245.615,15593.429,15429.484,14425.988,12894.262,11470.693,10024.733,8776.249,7897.721,7269.619,6589.626,5905.844,5311.828,4820.002,4404.914,4031.401,3709.756,3372.157,2982.262,2568.828,2197.345,1855.189,1543.67,1270.148,1030.374,777.251,581.228,478.182,361.001,229.687,154.599,129.311,102.315,73.611,122.578
2021,247534.126,1000768.652,180177.756,14803.265,15203.832,15801.113,16280.744,16651.192,16920.925,17102.954,17210.29,17228.677,17157.494,17018.842,16844.593,16639.356,16430.898,16239.951,16067.946,15916.516,15810.455,15703.863,15582.327,15490.347,15469.871,15492.16,15755.828,16357.597,17204.719,18005.567,18695.869,19722.581,21239.155,22973.015,24621.757,26394.2,27144.481,26318.876,24492.561,22805.378,21042.482,19665.109,19022.236,18899.44,18660.545,18345.455,18496.348,19291.586,20490.969,21658.977,22862.364,23832.978,24386.407,24617.329,24848.774,25068.866,24900.335,24204.425,23146.874,22064.176,20927.427,19779.387,18687.883,17661.025,16568.711,15352.496,14568.246,14452.733,14730.795,14945.536,15254.37,15062.209,14047.832,12517.102,11094.003,9650.02,8405.408,7531.457,6908.807,6237.032,5564.479,4979.586,4492.615,4080.423,3711.816,3395.694,3068.969,2697.865,2308.594,1955.031,1639.957,1364.89,1115.243,887.613,663.727,500.107,410.386,308.821,195.409,136.405,107.88,77.637,130.038
2022,246184.47,999793.356,185871.825,14581.851,15161.471,15292.35,15818.944,16254.649,16603.426,16869.234,17065.124,17204.147,17244.807,17172.884,17019.608,16839.65,16633.132,16423.193,16230.556,16056.764,15903.529,15795.579,15687.58,15565.391,15473.258,15452.585,15474.71,15738.224,16339.768,17186.61,17987.259,18677.476,19703.809,21219.538,22952.286,24599.926,26371.124,27120.662,26295.134,24469.364,22782.413,21019.463,19641.916,18998.711,18875.27,18635.336,18318.87,18467.25,19258.443,20452.569,21614.921,22812.205,23775.862,24321.398,24543.704,24766.035,24976.385,24798.348,24093.595,23027.461,21935,20786.867,19628.606,18529.048,17494.62,16394.323,15172.044,14371.561,14224.223,14461.475,14637.767,14907.433,14687.127,13662.364,12133.392,10711.471,9270.183,8030.068,7161.131,6544.247,5881.031,5220.052,4644.581,4162.712,3753.622,3390.11,3079.672,2763.993,2411.882,2046.987,1711.535,1423.724,1185.278,959.65,744.288,549.775,418.666,342.328,256.441,161.004,114.174,82.134,137.305
2023,244507.134,998932.253,191236.729,14422.289,14879.973,15296.687,15375.694,15831.42,16223.051,16550.037,16811.831,17021.517,17192.18,17255.1,17182.46,17014.613,16829.005,16621.277,16409.929,16215.667,16040.146,15885.158,15775.357,15665.986,15543.185,15450.932,15430.067,15452.022,15715.291,16316.409,17162.683,17962.862,18652.76,19678.367,21192.738,22923.786,24569.768,26339.121,27087.662,26262.491,24437.883,22751.735,20989.328,19612.073,18968.754,18844.71,18603.817,18286.083,18431.9,19218.779,20407.245,21563.548,22754.322,23710.697,24248.154,24461.768,24674.91,24875.447,24687.964,23974.606,22900.249,21798.395,20639.267,19471.176,18363.937,17322.288,16214.379,14986.452,14170.005,13990.892,14187.253,14325.034,14555.439,14307.063,13272.261,11745.564,10325.302,8887.199,7651.998,6788.37,6177.462,5523.03,4873.849,4307.995,3831.39,3425.542,3067.247,2762.598,2458.073,2125.073,1784.68,1467.453,1207.003,1005.259,803.728,600.707,435.634,337.081,274.153,203.973,126.543,87.169,144.707
2024,242290.223,997678.283,197026.588,14285.916,14615.556,14948.514,15278.867,15456.679,15841.5,16189.018,16494.175,16751.917,16975.36,17177.623,17262.783,17189.438,17007.052,16815.825,16606.918,16394.193,16198.336,16021.114,15864.397,15752.762,15642.037,15518.642,15426.283,15405.231,15427.011,15689.997,16290.596,17136.176,17935.765,18625.24,19649.965,21162.751,22891.838,24535.915,26303.155,27050.588,26225.897,24402.727,22717.637,20956.038,19579.283,18935.947,18811.319,18569.505,18250.551,18393.784,19176.232,20358.86,21508.942,22693.031,23641.982,24171.284,24376.177,24580.102,24770.799,24573.904,23852.052,22769.638,21658.562,20488.619,19310.88,18196.13,17147.42,16032.071,14798.683,13966.403,13755.556,13911.015,14010.283,14201.411,13925.014,12880.334,11356.142,9937.753,8503.049,7272.948,6414.757,5809.914,5164.36,4527.07,3970.914,3499.643,3097.096,2744.07,2445.254,2151.923,1838.077,1522.225,1223.262,990.199,825.172,647.757,457.102,321.48,255.484,205.967,151.499,92.08,152.692
2025,239489.76,995649.392,203696.545,14143.099,14366.295,14626.755,14914.922,15221.235,15536.137,15850.068,16153.47,16436.784,16690.452,16927.622,17161.444,17268.82,17194.777,16997.88,16801.056,16590.991,16376.91,16179.479,16000.572,15842.143,15728.685,15616.618,15492.642,15400.185,15378.947,15400.551,15663.229,16263.254,17108.059,17906.982,18595.969,19619.715,21130.773,22857.737,24499.753,26264.716,27010.968,26186.837,24365.277,22681.403,20920.78,19544.656,18901.364,18776.164,18533.452,18213.309,18353.946,19131.893,20308.575,21452.331,22629.626,23571.068,24092.17,24288.33,24483.024,24663.872,24457.588,23727.318,22636.956,21516.77,20336.13,19148.861,18026.712,16971.046,15848.368,14609.641,13761.617,13519.079,13633.65,13694.422,13846.283,13541.912,12487.46,10965.916,9549.534,8118.363,6893.475,6040.798,5442.074,4805.453,4180.106,3633.694,3167.797,2768.588,2420.861,2127.902,1845.786,1551.108,1259.811,979.128,773.455,645.134,491.834,313.554,207.376,173.919,137.81,99.047,161.59
2026,236488.154,992809.476,210907.746,14003.484,14133.979,14363.655,14628.42,14919.032,15226.248,15540.546,15852.404,16153.977,16436.582,16690.136,16926.46,17159.046,17264.965,17189.22,16990.502,16791.86,16579.921,16364.425,16166.291,15987.178,15828.529,15714.901,15602.802,15478.911,15386.617,15365.561,15387.336,15650.159,16250.277,17095.08,17893.966,18582.953,19606.171,21115.924,22841.091,24481.251,26244.092,26988.776,26164.044,24342.407,22657.958,20896.261,19518.986,18874.501,18747.761,18502.808,18179.789,18315.995,19087.459,20255.929,21390.799,22558.605,23488.582,23995.759,24176.248,24354.716,24518.523,24295.633,23549.924,22444.776,21308.505,20110.028,18906.844,17772.062,16704.968,15571.316,14325.445,13457.141,13173.702,13236.219,13249.079,13352.114,13019.052,11967.433,10469.883,9076.602,7671.681,6472.103,5639.423,5057.788,4442.273,3840.84,3317.225,2871.796,2491.778,2160.053,1891.442,1635.459,1363.934,1089.624,839.469,666.496,554.36,421.164,266.908,185.795,147.488,106.065,171.628
2027,233070.62,989408.9,218626.272,13864.906,13953.013,14122.025,14358.138,14627.158,14920.159,15228.216,15541.847,15851.568,16151.251,16433.088,16686.479,16921.908,17153.212,17257.652,17180.219,16979.718,16779.297,16565.527,16348.657,16149.86,15970.576,15811.739,15697.964,15585.855,15462.074,15369.961,15349.092,15371.034,15633.95,16234.039,17078.673,17877.361,18566.21,19588.695,21096.84,22819.864,24457.838,26218.203,26961.169,26136,24314.651,22629.963,20867.547,19489.394,18843.846,18715.589,18468.443,18142.611,18274.356,19039.179,20199.199,21324.951,22483.028,23401.348,23894.49,24059.265,24221.46,24368.186,24128.724,23367.717,22247.996,21095.859,19879.775,18660.908,17513.713,16435.397,15290.993,14038.224,13149.802,12825.495,12835.918,12800.835,12854.997,12493.296,11444.722,9971.479,8601.59,7223.214,6049.201,5236.695,4672.276,4078.002,3500.616,2999.916,2575.056,2214.316,1898.668,1654.471,1424.689,1176.383,919.124,699.564,559.344,463.424,350.37,220.182,157.977,113.712,182.611
2028,229333.168,985257.796,226964.179,13728.092,13777.768,13899.717,14107.663,14350.176,14623.404,14918.744,15227.591,15540.502,15848.033,16145.773,16426.796,16679.98,16914.473,17144.456,17247.399,17168.291,16966.041,16763.875,16548.309,16330.101,16130.675,15951.251,15792.253,15678.35,15566.25,15442.601,15350.685,15330.006,15352.11,15615.074,16215.034,17059.354,17857.708,18546.302,19567.879,21074.159,22794.746,24430.255,26187.845,26928.966,26103.5,24282.749,22598.11,20835.273,19456.478,18809.975,18680.224,18430.927,18102.337,18229.597,18987.648,20139.019,21255.459,22403.609,23310.113,23789.134,23938.162,24084.055,24213.671,23957.675,23181.496,22047.391,20879.581,19646.094,18411.748,17252.333,16162.978,15008.013,13748.559,12840.166,12475.039,12433.356,12350.328,12355.598,11965.314,10919.964,9471.284,8125.024,6773.435,5625.19,4833.001,4285.897,3712.968,3159.733,2682.037,2277.822,1936.425,1636.91,1417.174,1213.636,988.597,748.435,559.514,452.078,372.392,279.503,173.409,121.747,194.572
2029,225485.355,980050.283,236038.58,13595.323,13618.696,13712.239,13866.522,14090.672,14339.536,14616.922,14914.546,15224.125,15536.257,15841.541,16137.284,16417.439,16670.369,16903.884,17132.502,17233.93,17153.16,16949.2,16745.326,16528.005,16308.502,16108.484,15928.953,15769.823,15655.814,15543.744,15420.25,15328.547,15308.062,15330.326,15593.289,16193.007,17036.855,17834.726,18522.936,19543.415,21047.55,22765.379,24398.119,26152.605,26891.743,26066.135,24246.322,22562.045,20799.117,19419.937,18772.601,18641.379,18389.978,18058.691,18181.445,18932.583,20075.092,21182.012,22320.022,23214.544,23679.356,23812.613,23942.179,24054.664,23782.185,22990.982,21842.706,20659.443,19408.786,18159.195,16987.778,15887.589,14722.282,13456.378,12528.187,12122.315,12028.543,11897.593,11853.98,11435.189,10393.258,8969.407,7647.024,6322.468,5200.201,4428.475,3898.783,3347.305,2818.319,2363.711,1980.213,1658.22,1374.892,1179.653,1002.393,800.658,577.636,419.384,344.745,281.307,208.596,126.613,207.504
2030,221681.891,973597.888,245902.034,13468.404,13472.551,13542.823,13671.258,13849.895,14070.775,14325.938,14607.421,14907.266,15217.512,15528.801,15831.776,16125.462,16404.693,16657.316,16889.804,17117.012,17216.903,17134.491,16928.863,16723.326,16504.295,16283.542,16082.974,15903.373,15744.145,15630.052,15518.036,15394.722,15303.251,15282.964,15305.383,15568.29,16167.643,17010.845,17808.069,18495.753,19514.924,21016.603,22731.321,24360.955,26111.976,26848.979,26023.399,24204.9,22521.334,20758.679,19379.401,18731.365,18598.701,18345.249,18011.336,18129.559,18873.634,20007.048,21104.227,22231.866,23114.227,23564.743,23682.21,23795.431,23890.771,23601.875,22795.82,21633.619,20435.157,19167.598,17903.029,16719.86,15609.07,14433.666,13161.578,12213.794,11767.284,11621.47,11442.653,11350.192,10902.999,9864.699,8465.959,7167.712,5870.447,4774.377,4023.26,3511.082,2981.155,2476.515,2045.077,1682.363,1379.829,1112.737,942.023,791.062,612.66,406.815,279.246,237.401,190.214,137.686,221.365
2031,218372.896,965887.529,256131.225,13357.337,13435.752,13464.366,13550.158,13686.613,13867.218,14084.049,14329.181,14603.155,14902.281,15215.812,15527.398,15829.155,16121.418,16399.003,16649.876,16880.621,17106.04,17204.571,17121.465,16915.611,16709.853,16490.673,16269.898,16069.409,15889.967,15730.945,15617.063,15505.319,15382.351,15291.226,15271.173,15293.701,15556.515,16155.51,16998.082,17794.565,18481.488,19499.176,20998.359,22709.934,24336.287,26083.603,26817.736,25990.74,24171.608,22486.597,20721.633,19340.063,18689.91,18554.683,18297.499,17958.896,18069.495,18801.973,19920.602,21002.133,22113.403,22976.118,23402.868,23493.852,23580.234,23648.049,23332.929,22503.227,21319.301,20098.468,18807.643,17523.185,16325.13,15202.313,14016.687,12739.651,11775.551,11294.016,11103.89,10886.023,10754.215,10291.361,9273.65,7919.691,6665.288,5415.342,4364.298,3650.311,3170.251,2667.795,2203.373,1819.214,1487.01,1199.922,959.925,813.022,680.703,525.196,346.501,249.705,200.52,145.554,236.52
2032,215082.094,957218.164,266915.089,13249.107,13242.66,13401.449,13454.542,13555.852,13700.316,13882.868,14095.621,14330.686,14597.114,14895.484,15212.264,15524.108,15824.609,16115.414,16391.32,16640.411,16869.382,17092.984,17190.142,17106.353,16900.297,16694.344,16475.04,16254.27,16053.885,15874.625,15715.827,15602.169,15490.713,15368.105,15277.336,15257.52,15280.155,15542.845,16141.408,16983.248,17778.892,18464.97,19481.052,20977.555,22685.777,24308.65,26052.047,26783.218,25954.904,24135.361,22449.109,20682.049,19298.353,18646.161,18508.385,18247.499,17904.244,18007.201,18727.987,19831.686,20897.43,21992.185,22835.137,23238.055,23302.529,23362.047,23402.312,23060.99,22207.729,21002.209,19759.141,18445.192,17140.989,15928.184,14793.469,13597.759,12315.928,11335.619,10819.098,10584.656,10327.743,10156.58,9678.112,8681.125,7372.138,6161.758,4959.31,3953.445,3276.698,2828.833,2353.925,1929.803,1592.997,1291.361,1019.763,806.906,683.846,570.195,437.616,286.111,210.695,153.405,252.751
2033,211909.543,947799.606,277957.855,13148.279,13148.11,13189.894,13364.696,13442.263,13559.078,13711.527,13895.993,14104.628,14329.581,14588.411,14885.971,15205.943,15517.989,15817.18,16106.473,16380.648,16627.911,16855.067,17076.811,17172.578,17088.12,16881.9,16675.788,16456.401,16235.676,16035.432,15856.385,15697.842,15584.429,15473.279,15351.055,15260.66,15241.083,15263.822,15526.339,16124.362,16965.316,17759.976,18445.083,19459.373,20952.923,22657.48,24276.577,26015.735,26743.812,25914.331,24094.707,22407.52,20638.686,19253.116,18599.002,18458.703,18194.16,17846.315,17941.609,18650.567,19739.132,20788.889,21866.926,22689.956,23068.962,23106.907,23139.541,23152.241,22784.772,21908.099,20681.2,19416.116,18079.276,16755.559,15528.223,14381.813,13176.234,11889.838,10893.495,10342.072,10063.344,9767.419,9556.923,9062.923,8086.847,6823.084,5656.96,4502.243,3541.755,2902.38,2486.801,2039.537,1655.802,1366.425,1095.42,839.366,653.696,554.509,459.551,349.931,225.65,160.999,269.593
2034,208938.095,938008.978,288813.405,13061.593,13068.066,13107.146,13176.981,13324.742,13426.762,13559.053,13719.448,13905.784,14110.252,14325.04,14576.211,14872.89,15195.977,15508.15,15805.959,16093.671,16366.049,16611.425,16836.712,17056.544,17150.898,17065.791,16859.457,16653.237,16433.819,16213.192,16013.136,15834.347,15676.095,15562.954,15452.138,15330.326,15240.326,15220.994,15243.831,15506.112,16103.452,16943.318,17736.803,18420.777,19433.031,20923.27,22623.754,24238.686,25973.19,26697.997,25867.548,24048.28,22360.564,20590.379,19203.268,18547.39,18404.601,18136.465,17784.114,17871.723,18568.686,19641.856,20675.377,21736.439,22539.353,22894.359,22905.769,22911.516,22896.652,22503.127,21603.256,20355.274,19068.481,17709.073,16366.164,15124.591,13966.763,12751.605,11460.955,10448.818,9862.63,9539.688,9204.829,8955.054,8445.644,7490.71,6272.468,5150.873,4044.158,3129.27,2527.417,2144.219,1724.701,1381.441,1139.556,899.242,658.792,500.35,425.056,348.812,262.175,165.144,286.417
