Year,A0_14,A15_64,A65_+,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99plus
2061,176591.066,712616.415,391360.439,11039.607,11107.752,11194.226,11292.303,11399.919,11515.008,11635.498,11759.316,11884.437,12008.813,12130.356,12249.067,12365.001,12465.502,12544.261,12605.559,12662.728,12716.392,12750.992,12761.178,12755.086,12748.669,12741.695,12735.591,12733.654,12737.795,12747.663,12764.563,12798.411,12854.542,12931.117,13020.381,13123.186,13250.065,13405.276,13585.01,13773.423,13964.353,14194.794,14478.548,14793.456,15094.354,15379.233,15654.634,15915.629,16150.17,16363.952,16571.22,16654.106,16559.375,16343.881,16125.757,15891.031,15654.373,15438.15,15240.858,15054.967,14901.594,14752.065,14597.824,14471.812,14393.103,14330.981,14487.298,14955.921,15636.908,16255.109,16767.948,17486.361,18505.767,19626.989,20658.36,21761.724,21993.343,20903.352,18963.203,17085.471,15077.146,13415.243,12426.028,11877.416,11183.807,10429.624,9810.304,9354.107,8996.781,8666.458,8439.105,7989.275,7205.49,6194.06,5217.758,4532.31,3956.719,3160.563,2143.843,1626.414,1326.993,981.699,1704.761
2062,174983.197,708946.6,388487.793,10977.023,11030.785,11103.138,11191.329,11290.643,11399.06,11514.559,11635.1,11758.647,11883.259,12006.95,12127.646,12245.361,12360.204,12459.493,12536.924,12596.856,12652.67,12704.95,12738.541,12748.286,12742.154,12735.71,12728.778,12722.806,12721.055,12725.43,12735.59,12752.818,12787.003,12843.456,12920.327,13009.854,13112.882,13239.877,13395.062,13574.638,13762.799,13953.365,14183.321,14466.465,14780.624,15080.641,15364.525,15638.686,15898.139,16130.899,16342.73,16547.797,16628.571,16531.969,16314.653,16094.28,15856.814,15617.328,15398.288,15197.905,15007.831,14848.829,14693.674,14534.286,14402.568,14315.674,14242.773,14385.499,14837.25,15497.704,16094.375,16587.244,17271.869,18237.277,19292.844,20260.086,21296.098,21478.401,20368.372,18427.034,16545.301,14534.511,12865.389,11858.898,11286.509,10574.687,9809.29,9168.03,8672.793,8268.917,7897.15,7663.741,7198.763,6418.599,5402.99,4496.533,3919.569,3403.1,2699.289,1808.136,1440.332,1068.997,1837.715
2063,173395.285,705853.736,385029.093,10923.159,10962.493,11020.395,11098.456,11188.363,11288.914,11398.132,11514.039,11634.631,11757.906,11882.009,12005.013,12124.863,12241.58,12355.332,12453.407,12529.509,12588.076,12642.533,12693.43,12726.009,12735.315,12729.142,12722.671,12715.781,12709.941,12708.377,12712.985,12723.437,12740.994,12775.514,12832.291,12909.455,12999.246,13102.496,13229.607,13384.764,13564.181,13752.089,13942.291,14171.761,14454.292,14767.699,15066.834,15349.721,15622.641,15880.549,16111.526,16321.405,16524.27,16602.931,16504.458,16285.321,16062.7,15822.495,15580.182,15358.326,15154.853,14960.597,14795.964,14635.185,14470.649,14333.225,14238.146,14154.465,14283.596,14718.469,15358.382,15933.517,16406.409,17057.237,17968.633,18958.528,19861.624,20830.267,20963.244,19833.181,17890.666,16004.943,13991.699,12315.368,11291.604,10695.437,9965.406,9188.796,8525.596,7991.315,7540.885,7127.67,6888.206,6408.08,5631.543,4611.758,3775.164,3306.704,2849.37,2237.923,1472.364,1157.641,1987.868
2064,171836.908,702911.787,381423.421,10875.103,10901.822,10947.779,11010.88,11092.839,11184.454,11286.234,11396.244,11512.549,11633.182,11756.175,11879.758,12002.064,12121.058,12236.767,12349.418,12446.272,12521.039,12578.234,12631.331,12680.839,12712.405,12721.27,12715.056,12708.559,12701.712,12696.005,12694.626,12699.468,12710.212,12728.096,12762.948,12820.043,12897.496,12987.541,13091.006,13218.222,13373.339,13552.58,13740.22,13930.041,14159.006,14440.9,14753.53,15051.756,15333.623,15605.278,15861.621,16090.795,16298.702,16499.349,16575.89,16475.555,16254.615,16029.764,15786.841,15541.72,15317.067,15110.521,14912.099,14741.849,14575.458,14405.788,14262.67,14159.412,14064.958,14180.483,14598.439,15217.757,15771.305,16224.179,16841.153,17698.456,18622.59,19461.461,20362.648,20446.285,19296.281,17352.753,15463.199,13447.67,11764.27,10723.319,10103.423,9355.241,8567.484,7882.398,7309.117,6812.167,6357.534,6112.035,5616.8,4843.955,3820.082,3053.425,2693.518,2295.361,1776.337,1136.444,2150.894
2065,170309.352,699776.301,378032.291,10829.837,10846.366,10882.032,10934.944,11003.211,11084.942,11178.246,11281.233,11392.012,11508.692,11629.34,11752.026,11875.064,11996.647,12114.76,12229.438,12340.966,12436.578,12509.995,12565.807,12617.533,12665.642,12696.189,12704.611,12698.359,12691.837,12685.034,12679.46,12678.268,12683.342,12694.375,12712.582,12747.76,12805.161,12882.886,12973.168,13076.825,13204.121,13359.164,13538.194,13725.528,13914.929,14143.341,14424.541,14736.328,15033.586,15314.375,15584.71,15839.434,16066.759,16272.653,16471.04,16545.446,16443.269,16220.573,15993.538,15747.947,15500.07,15272.667,15063.091,14860.544,14684.714,14512.747,14337.979,14189.197,14077.783,13972.577,14074.475,14475.434,15074.033,15605.884,16038.652,16621.652,17424.698,18282.896,19057.382,19890.943,19925.233,18755.529,16811.387,14918.392,12900.994,11210.873,10152.952,9509.46,8743.285,7944.546,7237.719,6625.563,6082.206,5586.259,5334.776,4824.538,4055.544,3027.794,2331.216,2079.912,1741.002,1314.486,2322.216
2066,168962.684,696481.713,374685.574,10792.702,10820.306,10843.045,10882.747,10937.851,11006.792,11087.713,11178.756,11279.836,11389.981,11506.742,11626.755,11748.431,11870.342,11990.685,12107.521,12220.931,12331.165,12425.833,12498.839,12554.615,12606.318,12654.471,12685.146,12693.747,12687.72,12681.481,12674.999,12669.757,12668.888,12674.264,12685.576,12704.032,12739.367,12796.799,12874.44,12964.555,13067.935,13194.879,13349.511,13528.032,13714.707,13903.312,14130.706,14410.62,14720.883,15016.439,15295.318,15563.588,15816.117,16041.076,16244.274,16439.559,16510.833,16405.631,16179.776,15948.91,15698.734,15445.844,15213.045,14997.397,14787.176,14601.555,14419.714,14235.678,14076.802,13952.152,13830.799,13911.527,14284.929,14850.173,15348.39,15750.423,16286.2,17017.824,17791.487,18485.027,19235.368,19212.315,18026.051,16092.694,14209.591,12206.973,10529.035,9474.175,8829.154,8060.68,7284.809,6606.153,5994.776,5429.978,4954.287,4710.292,4240.018,3543.468,2620.639,2148.21,1810.425,1377.666,2503.084
2067,167690.434,693138.212,371386.932,10759.848,10764.532,10811.173,10840.124,10883.866,10941.163,11010.782,11090.896,11179.68,11278.855,11388.371,11505.218,11624.6,11745.269,11866.057,11985.165,12100.727,12212.873,12321.817,12415.545,12488.143,12543.883,12595.565,12643.764,12674.569,12683.349,12677.546,12671.591,12665.43,12660.52,12659.974,12665.652,12677.243,12695.949,12731.442,12788.907,12866.468,12956.419,13059.526,13186.123,13340.348,13518.366,13704.391,13892.205,14118.589,14397.227,14705.977,14999.841,15276.82,15543.035,15793.378,16015.978,16216.487,16408.675,16476.818,16368.587,16139.564,15904.857,15650.085,15392.17,15153.966,14932.236,14714.331,14518.909,14327.182,14133.869,13964.89,13826.994,13689.485,13749.039,14094.889,14626.787,15091.377,15462.678,15951.237,16611.441,17300.569,17913.16,18580.281,18499.865,17296.992,15374.351,13501.075,11513.169,9847.355,8795.518,8148.943,7378.14,6625.118,5974.617,5363.997,4777.728,4322.284,4085.769,3655.457,3031.348,2213.443,1863.796,1430.659,2690.612
2068,166491.479,689615.72,368268.842,10729.459,10731.99,10748.875,10801.242,10836.405,10884.184,10943.672,11013.963,11093.264,11179.781,11277.045,11385.922,11502.847,11621.588,11741.242,11860.898,11978.761,12093.04,12203.915,12311.56,12404.34,12476.524,12532.226,12583.883,12632.124,12663.056,12672.015,12666.437,12660.766,12654.927,12650.348,12650.126,12656.105,12667.976,12686.93,12722.579,12780.072,12857.547,12947.327,13050.153,13176.394,13330.201,13507.703,13693.063,13880.073,14105.43,14382.772,14689.985,14982.135,15257.194,15521.332,15769.47,15989.694,16187.499,16376.575,16441.582,16330.328,16098.152,15859.621,15600.27,15337.349,15093.755,14865.957,14640.382,14435.169,14233.569,14030.989,13851.917,13700.782,13547.121,13585.49,13903.754,14402.256,14833.175,15173.709,15614.999,16203.712,16808.229,17339.803,17923.629,17785.839,16566.44,14654.659,12791.351,10818.307,9164.743,8116.008,7467.927,6694.851,5964.739,5342.45,4732.631,4124.929,3689.771,3460.756,3070.449,2518.85,1805.96,1469.991,2875.057
2069,165359.518,685807.947,365440.475,10699.723,10701.719,10715.64,10740.913,10789.233,10830.601,10882.408,10944.075,11015.025,11093.498,11177.732,11273.065,11381.283,11498.262,11616.341,11734.957,11853.457,11970.053,12083.027,12192.608,12298.934,12390.748,12462.504,12518.157,12569.78,12618.053,12649.106,12658.243,12652.891,12647.504,12641.988,12637.742,12637.844,12644.123,12656.27,12675.47,12711.268,12768.779,12846.152,12935.744,13038.27,13164.13,13317.489,13494.441,13679.101,13865.271,14089.557,14365.548,14671.166,14961.546,15234.631,15496.642,15742.527,15960.334,16155.395,16341.323,16403.181,16288.926,16053.642,15811.332,15547.452,15279.574,15030.638,14796.816,14563.613,14348.649,14137.213,13925.406,13736.274,13571.929,13402.145,13419.322,13709.937,14174.947,14572.11,14881.809,15275.744,15792.852,16312.638,16763.088,17263.504,17068.364,15832.673,13932.121,12079.139,10121.337,8480.343,7434.911,6785.448,6010.248,5303.188,4709.231,4100.331,3471.312,3056.524,2835.054,2484.828,2005.849,1398.114,3043.893
2070,164281.885,681613.968,363012.974,10668.808,10671.333,10683.364,10704.65,10734.942,10773.992,10821.551,10877.368,10941.195,11012.782,11090.403,11172.33,11265.704,11373.232,11490.231,11607.611,11725.153,11842.464,11957.758,12069.394,12177.649,12282.624,12373.445,12444.753,12500.339,12551.912,12600.204,12631.369,12640.679,12635.555,12630.455,12625.263,12621.351,12621.776,12628.354,12640.773,12660.213,12696.148,12753.659,12830.908,12920.286,13022.48,13147.922,13300.788,13477.137,13661.041,13846.315,14069.464,14344.023,14647.954,14936.478,15207.508,15467.314,15710.874,15926.198,16118.459,16301.185,16359.877,16242.656,16004.336,15758.322,15489.993,15217.242,14963.04,14723.267,14482.509,14257.864,14036.661,13815.694,13616.564,13439.063,13253.214,13249.203,13512.095,13943.488,14306.792,14585.578,14932.061,15377.44,15812.378,16181.606,16598.499,16346.095,15094.49,13205.731,11363.628,9421.649,7793.71,6751.894,6101.244,5324.154,4640.347,4074.887,3467.088,2816.951,2422.649,2208.786,1898.729,1492.479,3187.754
2071,163451.849,677406.681,360426.694,10647.651,10664.656,10671.255,10685.98,10708.781,10739.606,10778.237,10824.456,10879.046,10942.288,11013.63,11090.556,11171.545,11263.882,11370.28,11486.122,11602.354,11718.725,11835.189,11950.131,12061.762,12170.026,12275.072,12366.036,12437.528,12493.334,12545.184,12593.788,12625.27,12634.882,12630.036,12625.198,12620.245,12616.491,12616.964,12623.492,12635.794,12655.026,12690.697,12747.897,12824.76,12913.621,13015.167,13139.814,13291.722,13466.943,13649.52,13833.225,14054.692,14327.504,14629.525,14915.792,15184.207,15441.038,15681.223,15892.732,16080.64,16258.39,16311.672,16188.657,15943.979,15690.634,15413.859,15131.996,14868.126,14617.749,14364.333,14124.447,13887.542,13651.11,13435.243,13237.6,13028.721,12995.098,13219.767,13605.805,13925.159,14165.729,14454.327,14812.318,15145.304,15419.327,15739.338,15430.939,14186.253,12346.865,10506.269,8614.375,7159.508,6157.307,5451.749,4723.462,4114.785,3597.213,3042.149,2449.593,2171.108,1864.184,1473.421,3308.597
2072,162695.984,672968.159,358077.631,10626.276,10632.419,10659.587,10670.261,10687.681,10711.996,10743.351,10781.56,10826.435,10879.792,10942.443,11013.534,11089.757,11169.801,11261.091,11366.35,11481.025,11596.099,11711.287,11826.894,11941.474,12053.091,12161.354,12266.461,12357.562,12429.231,12485.253,12537.375,12586.288,12618.084,12627.998,12623.431,12618.855,12614.142,12610.546,12611.067,12617.544,12629.728,12648.751,12684.153,12741.038,12817.508,12905.844,13006.732,13130.573,13281.51,13455.588,13636.82,13818.939,14038.705,14309.745,14609.828,14893.814,15159.589,15413.419,15650.208,15857.881,16041.416,16214.172,16262.035,16133.233,15882.216,15621.555,15336.352,15045.396,14771.874,14510.906,14244.845,13989.729,13737.132,13485.246,13252.65,13034.868,12802.961,12739.709,12926.11,13266.729,13542.076,13744.385,13975.036,14245.548,14476.487,14655.217,14878.254,14513.849,13276.195,11486.367,9647.438,7805.824,6524.269,5561.796,4801.354,4121.965,3588.52,3118.912,2616.665,2081.78,1809.905,1436.991,3406.039
2073,161986.578,668171.308,356113.35,10600.921,10610.476,10623.043,10652.041,10666.789,10686.902,10712.725,10744.603,10782.381,10825.901,10878.012,10940.057,11010.881,11086.383,11165.463,11255.685,11359.78,11473.261,11587.149,11701.127,11815.849,11930.042,12041.618,12149.855,12255,12346.215,12418.045,12474.271,12526.652,12575.863,12607.966,12618.179,12613.892,12609.58,12605.107,12601.671,12602.239,12608.665,12620.726,12639.537,12674.662,12731.217,12807.277,12895.068,12995.274,13118.28,13268.211,13441.105,13620.95,13801.44,14019.453,14288.657,14586.733,14868.369,15131.442,15382.211,15615.548,15819.335,15998.454,16166.174,16208.606,16074.044,15816.742,15548.825,15255.257,14955.272,14672.159,14400.658,14122.009,13851.716,13583.48,13316.193,13066.915,12829.039,12574.149,12481.273,12629.35,12924.455,13155.716,13319.702,13492.332,13675.274,13804.075,13887.439,14013.415,13593.07,12362.737,10622.903,8786.068,6995.179,5887.294,4964.786,4149.617,3519.302,3061.238,2639.72,2190.426,1713.356,1393.411,3479.622
2074,161296.838,662953.91,354611.963,10568.276,10582.728,10598.147,10615.13,10641.417,10660.234,10683.033,10710.357,10742.749,10780.084,10822.238,10873.087,10934.509,11005.045,11079.804,11157.898,11247.027,11349.927,11462.181,11574.851,11687.586,11801.391,11915.162,12026.666,12134.846,12239.997,12331.302,12403.271,12459.684,12512.31,12561.804,12594.205,12604.714,12600.708,12596.661,12592.43,12589.155,12589.77,12596.142,12608.078,12626.67,12661.508,12717.718,12793.345,12880.566,12980.062,13102.197,13251.078,13422.738,13601.145,13779.954,13996.151,14263.443,14559.425,14838.631,15098.925,15346.563,15576.38,15776.223,15950.874,16113.51,16150.5,16010.218,15746.708,15471.612,15169.766,14860.84,14568.219,14286.265,13995.111,13709.722,13425.928,13143.319,12877.436,12619.536,12341.742,12219.273,12328.99,12578.503,12765.619,12891.243,13005.811,13101.145,13127.789,13115.778,13144.675,12668.521,11445.862,9756.517,7922.306,6182.652,5248.727,4366.445,3496.793,2915.725,2533.163,2159.848,1763.627,1344.5,3530.567
2075,160613.039,657333.295,353563.281,10526.708,10547.691,10567.573,10587.093,10606.993,10628.012,10650.89,10676.367,10705.184,10738.081,10774.964,10815.74,10865.316,10926.099,10996.328,11070.326,11147.414,11235.426,11337.106,11448.105,11559.528,11670.992,11783.851,11897.171,12008.573,12116.667,12221.798,12313.167,12385.258,12441.842,12494.699,12544.463,12577.153,12587.955,12584.231,12580.45,12576.462,12573.348,12574.01,12580.327,12592.135,12610.504,12645.045,12700.896,12776.07,12862.699,12961.459,13082.692,13230.485,13400.866,13577.789,13754.872,13969.198,14234.508,14528.32,14805.025,15062.475,15306.917,15533.157,15729.007,15899.149,16056.662,16088.203,15942.242,15672.598,15390.4,15080.361,14762.581,14460.537,14168.21,13864.636,13564.238,13264.971,12967.126,12684.718,12406.878,12106.269,11954.261,12025.616,12229.506,12372.459,12459.715,12516.234,12523.998,12448.552,12341.238,12273.119,11741.321,10526.652,8888.201,7057.094,5369.092,4609.247,3767.392,2843.526,2311.821,2004.806,1679.757,1336.675,3562.074
2076,160106.753,651740.33,352365.021,10486.43,10524.855,10547.684,10568.857,10589.177,10609.446,10630.435,10652.912,10677.847,10706.109,10738.4,10774.502,10814.393,10862.992,10922.714,10991.858,11064.78,11140.77,11227.99,11329.344,11440.344,11551.78,11663.316,11776.316,11889.814,12001.43,12109.789,12215.22,12306.891,12379.265,12436.108,12489.209,12539.199,12572.038,12582.879,12579.104,12575.213,12571.04,12567.689,12568.073,12574.047,12585.406,12603.216,12637.08,12692.119,12766.344,12851.846,12949.248,13069.094,13215.543,13384.493,13559.604,13734.456,13946.286,14208.849,14499.518,14772.507,15025.691,15264.914,15484.762,15673.172,15835.099,15983.47,16005.205,15848.902,15568.16,15273.638,14949.993,14617.525,14299.71,13990.327,13667.495,13344.977,13023.547,12704.533,12400.086,12097.667,11771.746,11583.912,11604.363,11747.359,11834.037,11872.65,11868.86,11798.437,11639.315,11443.804,11364.268,10813.825,9602.659,7938.104,6220.523,4788.415,4093.559,3327.577,2490.469,2027.018,1685.32,1335.023,3576.12
2077,159600.188,645897.583,351479.59,10437.998,10476.757,10521.545,10546.218,10568.68,10589.797,10610.434,10631.389,10653.463,10677.852,10705.554,10737.235,10772.55,10811.551,10859.165,10917.816,10985.866,11057.701,11132.582,11218.998,11320.012,11430.997,11542.431,11654.024,11767.149,11880.81,11992.624,12101.233,12206.95,12298.91,12371.557,12428.651,12481.991,12532.2,12565.181,12576.062,12572.235,12568.235,12563.877,12560.289,12560.396,12566.027,12576.934,12594.183,12627.363,12681.583,12754.849,12839.211,12935.241,13053.682,13198.767,13366.261,13539.536,13712.132,13921.435,14181.214,14468.697,14737.932,14986.811,15220.781,15434.202,15615.145,15768.831,15908.033,15919.956,15753.328,15461.52,15154.709,14817.498,14470.38,14136.832,13810.425,13468.371,13123.768,12780.21,12440.061,12113.608,11786.639,11435.439,11211.79,11181.309,11263.364,11293.728,11283.67,11219.543,11070.907,10828.091,10544.369,10453.423,9884.401,8676.908,6986.468,5382.703,4206.806,3577.065,2887.098,2136.905,1714.796,1349.329,3574.129
2078,159083.99,639901.914,350828.773,10382.32,10431.002,10472.619,10516.6,10543.113,10566.861,10588.771,10609.772,10630.692,10652.358,10676.196,10703.335,10734.401,10768.923,10807.027,10853.649,10911.221,10978.166,11048.903,11122.662,11208.26,11308.919,11419.872,11531.287,11642.919,11756.152,11869.958,11981.952,12090.796,12196.782,12289.016,12361.926,12419.262,12472.831,12523.251,12556.371,12567.288,12563.41,12559.302,12554.76,12550.936,12550.765,12556.052,12566.505,12583.191,12615.683,12669.075,12741.369,12824.578,12919.222,13036.238,13179.937,13345.949,13517.361,13687.673,13894.417,14151.37,14435.622,14701.059,14945.596,15174.275,15381.235,15554.68,15700.1,15830.111,15832.217,15655.288,15352.46,15033.404,14682.676,14320.96,13971.729,13628.347,13267.12,12900.482,12534.845,12173.61,11825.197,11473.726,11097.297,10837.86,10756.444,10777.535,10751.57,10692.835,10568.37,10341.531,10015.044,9643.141,9540.796,8953.282,7749.649,6033.581,4543.902,3624.443,3059.926,2446.094,1782.947,1387.24,3573.225
2079,158548.337,633919.074,350269.24,10321.183,10379.009,10428.424,10470.521,10510.026,10538.374,10563.404,10586.105,10607.467,10628.347,10649.602,10672.887,10699.457,10729.903,10763.628,10800.829,10846.452,10902.936,10968.765,11038.393,11111.02,11195.787,11296.075,11406.979,11518.357,11630.011,11743.334,11857.268,11969.425,12078.486,12184.725,12277.22,12350.38,12407.949,12461.739,12512.363,12545.616,12556.569,12552.64,12548.424,12543.699,12539.639,12539.19,12544.132,12554.131,12570.25,12602.048,12654.604,12725.916,12807.959,12901.203,13016.777,13159.066,13323.571,13493.093,13661.096,13865.248,14119.337,14400.315,14661.914,14902.07,15125.423,15325.892,15491.814,15628.945,15749.747,15742.037,15554.836,15241.035,14909.786,14545.598,14169.342,13804.483,13444.181,13063.841,12675.227,12287.571,11905.31,11534.994,11159.078,10757.483,10462.303,10329.971,10290.103,10207.821,10100.425,9915.65,9610.654,9200.558,8740.543,8626.817,8020.904,6821.317,5079.892,3704.513,3041.598,2542.385,2004.773,1428.762,3595.702
2080,157975.886,628046.855,349731.476,10255.773,10321.09,10377.274,10425.38,10466.457,10501.559,10531.737,10558.044,10581.531,10603.249,10624.086,10644.927,10667.654,10693.652,10723.473,10756.394,10792.687,10837.303,10892.689,10957.391,11025.898,11097.38,11181.302,11281.2,11392.035,11503.357,11615.012,11728.405,11842.446,11954.746,12064.003,12170.476,12263.215,12336.613,12394.404,12448.405,12499.224,12532.604,12543.59,12539.611,12535.289,12530.381,12526.086,12525.359,12529.956,12539.498,12555.049,12586.148,12637.859,12708.176,12789.039,12880.865,12994.977,13135.833,13298.801,13466.404,13632.069,13833.593,14084.773,14362.428,14620.143,14855.878,15073.867,15267.811,15426.183,15555.006,15666.581,15649.061,15451.626,15126.915,14783.539,14405.962,14015.241,13634.827,13257.679,12858.302,12447.794,12038.198,11634.99,11242.848,10842.567,10415.889,10085.037,9901.837,9801.046,9662.489,9506.474,9261.452,8878.39,8384.799,7836.796,7711.715,7087.521,5892.195,4125.738,2864.853,2458.482,2024.63,1563.298,3657.699
2081,157395.583,622327.164,349148.177,10191.034,10255.657,10318.717,10373.616,10421.216,10462.379,10498.185,10529.712,10556.742,10579.705,10600.111,10619.966,10639.977,10661.785,10686.781,10715.577,10747.481,10782.734,10826.595,10881.659,10946.342,11014.84,11086.367,11170.397,11270.439,11381.449,11492.994,11604.904,11718.551,11832.824,11945.33,12054.782,12161.434,12254.279,12327.686,12385.403,12439.281,12489.911,12523.056,12533.768,12529.459,12524.716,12519.297,12514.394,12512.951,12516.721,12525.289,12539.677,12569.593,12620.162,12689.269,12768.581,12858.45,12970.481,13109.205,13269.778,13434.344,13596.296,13793.354,14039.202,14310.581,14561.167,14788.962,14997.387,15179.765,15324.905,15439.552,15535.867,15502.157,15287.751,14945.192,14582.751,14184.844,13773.083,13371.122,12971.622,12548.45,12112.663,11676.511,11245.449,10823.941,10394.675,9941.529,9575.468,9343.718,9187.593,8996.507,8824.641,8543.842,8112.272,7551.942,7011.714,6869.64,6283.337,5195.195,3605.214,2679.966,2226.145,1715.038,3763.881
2082,156809.216,616935.765,348345.298,10124.842,10199.35,10256.16,10316.969,10370.585,10417.682,10458.934,10495.445,10528.324,10556.078,10578.518,10597.613,10616.488,10635.669,10656.559,10680.557,10708.329,10739.217,10773.433,10816.542,10871.288,10935.955,11004.449,11076.024,11160.168,11260.359,11371.551,11483.325,11595.499,11709.406,11823.918,11936.636,12046.29,12153.126,12246.085,12319.504,12377.151,12430.908,12481.354,12514.265,12524.704,12520.064,12514.901,12508.971,12503.458,12501.3,12504.242,12511.838,12525.064,12553.798,12603.228,12671.13,12748.895,12836.813,12946.77,13083.371,13241.559,13403.098,13561.347,13753.951,13994.482,14259.603,14503.075,14722.945,14921.819,15092.641,15224.559,15325.039,15406.101,15356.199,15124.81,14764.385,14382.859,13964.599,13531.773,13108.243,12686.369,12239.376,11778.288,11315.555,10856.615,10405.716,9947.441,9467.801,9066.513,8786.201,8574.737,8331.115,8143.389,7826.797,7346.698,6719.598,6187.113,6028.038,5479.588,4498.556,3084.943,2475.329,1907.91,3910.404
2083,156217.607,611933.482,347271.963,10058.631,10135.159,10204.153,10258.189,10316.755,10369.096,10415.698,10457.044,10494.267,10528.501,10556.985,10578.905,10596.692,10614.589,10632.943,10652.919,10675.921,10702.674,10732.55,10765.734,10808.098,10862.533,10927.194,10995.693,11067.329,11151.598,11251.954,11363.343,11475.365,11587.817,11702.002,11816.769,11929.718,12039.589,12146.626,12239.711,12313.155,12370.739,12424.384,12474.653,12507.335,12517.502,12512.531,12506.946,12500.504,12494.382,12491.507,12493.623,12500.246,12512.313,12539.868,12588.168,12654.874,12731.103,12817.083,12924.982,13059.48,13215.306,13373.842,13528.411,13716.589,13951.838,14210.74,14447.132,14659.109,14848.46,15007.75,15126.465,15212.79,15278.61,15212.506,14964.097,14585.749,14185.078,13746.401,13292.443,12847.277,12402.964,11932.081,11445.618,10956.231,10469.341,9988.981,9501.625,8995.417,8558.835,8229.914,7963.071,7666.868,7463.253,7110.817,6582.11,5888.138,5363.317,5187.214,4676.541,3802.489,2565.058,2115.333,4099.121
2084,155586.36,607234.147,346061.171,9991.499,10068.785,10139.852,10205.02,10260.269,10316.591,10367.658,10413.764,10455.204,10493.14,10528.73,10557.943,10579.343,10595.822,10612.74,10630.268,10649.329,10671.335,10697.069,10725.933,10758.085,10799.703,10853.827,10918.483,10986.989,11058.684,11143.08,11243.6,11355.189,11467.457,11580.189,11694.652,11809.676,11922.855,12032.945,12140.183,12233.395,12306.864,12364.385,12417.919,12468.01,12500.464,12510.359,12505.056,12499.05,12492.095,12485.363,12481.771,12483.061,12488.712,12499.618,12525.996,12573.164,12638.674,12713.368,12797.409,12903.25,13035.646,13189.11,13344.642,13495.53,13679.283,13909.249,14161.93,14391.243,14595.326,14775.152,14922.908,15028.415,15100.582,15151.154,15068.845,14803.409,14407.131,13987.309,13528.205,13053.108,12586.297,12119.536,11624.753,11112.906,10596.855,10082.005,9572.172,9055.724,8522.937,8051.05,7673.502,7351.264,7002.464,6782.954,6394.661,5817.329,5056.462,4539.305,4346.169,3873.282,3106.236,2045.033,4326.731
2085,154849.975,602610.777,345014.698,9920.247,9997.314,10069.569,10137.116,10200.06,10258.509,10312.567,10362.34,10407.933,10449.453,10488.086,10525.019,10554.951,10575.824,10590.987,10606.921,10623.616,10641.755,10662.757,10687.461,10715.303,10746.412,10787.268,10841.062,10905.688,10974.174,11045.902,11130.393,11231.04,11342.786,11455.26,11568.229,11682.928,11798.165,11911.532,12021.798,12129.198,12222.502,12295.968,12353.406,12406.807,12456.703,12488.916,12498.536,12492.903,12486.477,12479.013,12471.674,12467.367,12467.829,12472.506,12482.248,12507.437,12553.457,12617.747,12690.877,12772.948,12876.692,13006.935,13157.981,13310.451,13457.603,13636.861,13861.459,14107.826,14329.974,14526.086,14696.321,14832.488,14924.749,14982.732,15018.04,14919.556,14637.194,14223.136,13784.32,13304.964,12808.906,12320.628,11831.594,11313.099,10776.061,10233.541,9690.925,9151.813,8606.469,8047.304,7540.29,7114.262,6736.752,6335.49,6100.168,5676.166,5050.429,4222.956,3713.656,3503.561,3068.633,2408.874,4583.561
2086,154128.489,598439.649,343637.727,9854.653,9923.787,9999.121,10070.416,10137.624,10200.694,10259.758,10314.947,10365.309,10410.432,10450.81,10488.566,10524.742,10553.835,10573.795,10588.026,10603.034,10618.785,10636.243,10656.962,10681.664,10709.516,10740.684,10781.668,10835.633,10900.467,10969.207,11041.218,11125.994,11226.909,11338.899,11451.606,11564.792,11679.637,11794.922,11908.255,12018.44,12125.7,12218.803,12292.011,12349.125,12402.124,12451.538,12483.178,12492.124,12485.72,12478.403,12469.894,12461.502,12456.193,12455.612,12458.969,12467.063,12490.525,12534.808,12597.168,12667.788,12746.686,12846.813,12973.013,13119.353,13266.116,13406.513,13577.687,13792.659,14027.843,14237.673,14420.512,14574.82,14691.688,14762.124,14797.395,14808.867,14686.054,14379.382,13940.815,13476.979,12972.645,12450.197,11933.52,11415.158,10868.35,10303.943,9735.797,9169.997,8610.117,8039.962,7475.768,6973.474,6522.208,6095.987,5695.715,5459.753,5052.888,4464.67,3695.101,3495.047,3083.054,2444.496,4875.728
