country,iso2,iso3,iso_numeric,g_whoregion,year,new_sp,new_sn,new_su,new_ep,new_oth,ret_rel,ret_taf,ret_tad,ret_oth,newret_oth,new_labconf,new_clindx,ret_rel_labconf,ret_rel_clindx,ret_rel_ep,ret_nrel,notif_foreign,c_newinc,new_sp_m04,new_sp_m514,new_sp_m014,new_sp_m1524,new_sp_m2534,new_sp_m3544,new_sp_m4554,new_sp_m5564,new_sp_m65,new_sp_mu,new_sp_f04,new_sp_f514,new_sp_f014,new_sp_f1524,new_sp_f2534,new_sp_f3544,new_sp_f4554,new_sp_f5564,new_sp_f65,new_sp_fu,new_sn_m04,new_sn_m514,new_sn_m014,new_sn_m1524,new_sn_m2534,new_sn_m3544,new_sn_m4554,new_sn_m5564,new_sn_m65,new_sn_m15plus,new_sn_mu,new_sn_f04,new_sn_f514,new_sn_f014,new_sn_f1524,new_sn_f2534,new_sn_f3544,new_sn_f4554,new_sn_f5564,new_sn_f65,new_sn_f15plus,new_sn_fu,new_sn_sexunk04,new_sn_sexunk514,new_sn_sexunk014,new_sn_sexunk15plus,new_ep_m04,new_ep_m514,new_ep_m014,new_ep_m1524,new_ep_m2534,new_ep_m3544,new_ep_m4554,new_ep_m5564,new_ep_m65,new_ep_m15plus,new_ep_mu,new_ep_f04,new_ep_f514,new_ep_f014,new_ep_f1524,new_ep_f2534,new_ep_f3544,new_ep_f4554,new_ep_f5564,new_ep_f65,new_ep_f15plus,new_ep_fu,new_ep_sexunk04,new_ep_sexunk514,new_ep_sexunk014,new_ep_sexunk15plus,new_ep_sexunkageunk,rel_in_agesex_flg,newrel_m04,newrel_m514,newrel_m014,newrel_m1524,newrel_m2534,newrel_m3544,newrel_m4554,newrel_m5564,newrel_m65,newrel_m15plus,newrel_mu,newrel_f04,newrel_f514,newrel_f014,newrel_f1524,newrel_f2534,newrel_f3544,newrel_f4554,newrel_f5564,newrel_f65,newrel_f15plus,newrel_fu,newrel_sexunk04,newrel_sexunk514,newrel_sexunk014,newrel_sexunk15plus,newrel_sexunkageunk,rdx_data_available,newinc_rdx,rdxsurvey_newinc,rdxsurvey_newinc_rdx,rdst_new,rdst_ret,rdst_unk,conf_rrmdr,conf_mdr,rr_sldst,all_conf_xdr,unconf_rrmdr_tx,conf_rrmdr_tx,unconf_mdr_tx,conf_mdr_tx,conf_xdr_tx,mdrxdr_bdq_used,mdrxdr_bdq_tx,mdrxdr_dlm_used,mdr_shortreg_used,mdr_shortreg_tx,mdr_tx_adverse_events,dst_rlt_new,dst_rlt_ret,dst_rlt_unk,mdr_new,mdr_ret,mdr_unk,xpert_new,xpert_ret,xpert_unk,xpert_dr_r_new,xpert_dr_r_ret,xpert_dr_r_unk,mdr_dst_rlt,xdr,newrel_tbhiv_flg,newrel_hivtest,newrel_hivpos,newrel_art,hivtest,hivtest_pos,hiv_cpt,hiv_art,hiv_tbscr,hiv_reg,hiv_ipt,hiv_reg_new,hiv_tbdetect,hiv_reg_new2
China,CN,CHN,156,WPR,1990,,,,,,,,,,,,,,,,,,375481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CN,CHN,156,WPR,1991,,,,,,,,,,,,,,,,,,345000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CN,CHN,156,WPR,1992,,,,,,,,,,,,,,,,,,320426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CN,CHN,156,WPR,1993,84898,,,,,,,,,,,,,,,,,344218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CN,CHN,156,WPR,1994,104729,,,,,,,,,,,,,,,,,363804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CN,CHN,156,WPR,1995,134488,183400,19688,1560,,18693,,,,,,,,,,,,515764,,,1102,12791,18306,15487,13105,13489,10130,,,,1169,10890,13250,8376,5679,4579,2841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CN,CHN,156,WPR,1996,203670,247905,19152,2307,,31724,39840,0,39840,,,,,,,,,504758,,,1409,16490,24057,19695,17024,16758,13697,,,,1624,13773,17218,10214,7020,5346,3945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CN,CHN,156,WPR,1997,236021,190006,22648,0,,17720,36773,0,36773,,,,,,,,,466394,,,1456,18547,28247,23006,20330,19667,17041,,,,1534,15258,19547,11758,8259,6422,4823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CN,CHN,156,WPR,1998,202817,194417,30128,,,18342,,,,,,,,,,,,445704,,,1481,19699,30093,25088,23483,21651,20501,,,,1558,15726,20203,12672,9399,7122,5728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CN,CHN,156,WPR,1999,201775,196873,32670,,,18200,,28692,28692,,,,,,,,,449518,,,1247,18961,29328,25095,24239,21564,21367,,,,1431,15178,18846,12370,9838,7131,5663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CN,CHN,156,WPR,2000,204765,194488,35455,,,19664,26740,,26740,,,,,,,,,454372,,,1131,19111,29399,25206,25593,21429,21771,,,,1420,14536,18496,12377,9899,7102,6296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CN,CHN,156,WPR,2001,204591,203252,34474,,,19729,,23047,23047,,,,,,,,,470221,,,1213,19121,28520,25544,25759,20789,22799,,,,1405,14500,17446,12041,9963,7175,6491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CN,CHN,156,WPR,2002,194972,185840,38041,17679,,26077,,,65857,,194972,,,,,,,462609,,,925,17933,25242,22645,23884,19564,22562,,,,1152,13250,15188,10505,8796,6586,6740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CN,CHN,156,WPR,2003,267414,207767,41038,30768,,68881,,,67709,,267414,,,,,,,615868,,,1133,25125,32760,31604,32585,27243,32027,,,,1407,18811,19248,14783,12101,8988,9465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
China,CN,CHN,156,WPR,2004,384886,258981,25452,39395,,81889,,,86459,7830,384886,,,,,,,798433,,,1375,35465,43594,45408,46256,41846,50797,,,,1659,25951,25150,20613,16995,14038,15739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CN,CHN,156,WPR,2005,472719,315076,14081,42845,,49707,3616,6011,81153,5301,472719,,,,,,,899729,,,1416,43005,49558,55400,54872,53822,69779,,,,1864,31180,27759,24728,19889,18203,21244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6646,,,,,
China,CN,CHN,156,WPR,2006,468291,374342,8150,38294,,47526,3003,3800,63696,4286,468291,,,,,,,945175,,,1023,44528,48232,56733,54301,53746,68557,,,,1408,30904,26526,24564,18775,17782,21212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,0,2,0,,,,,,,,,,,,,1440,108,26,60,1296,,,,,
China,CN,CHN,156,WPR,2007,465877,422965,7669,36612,0,46379,2534,2814,61089,0,465877,,,,,,0,979502,,,878,44011,46374,56224,54960,56288,70376,,,,1235,29960,24914,23542,18129,17647,21339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,236,0,13,66,0,,,,,,,0,0,,,,,67265,1523,679,519,16931,39866,0,,,
China,CN,CHN,156,WPR,2008,462596,425094,6021,35546,2863,43701,2162,2174,54042,0,462596,,,,,,,975821,,,751,45596,44651,56182,55740,57492,69678,,,,964,29223,23484,22370,17565,17814,21086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81682,2848,1549,564,71108,91794,,,,
China,CN,CHN,156,WPR,2009,449152,435325,4074,34169,0,42537,2676,1525,12845,0,449152,,,,,,,965257,275,669,944,44757,41439,53300,54700,57653,67213,0,107,971,1078,29195,22179,21636,16898,17537,20623,0,458,2407,2865,51307,42063,47112,44567,47249,58778,291076,0,210,2146,2356,32424,23121,22432,18704,19685,22662,139028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,,,,,,,,,,2782,12,367,95,,,,,,,,,,,,,63227,2511,2176,1072,,,,,,
China,CN,CHN,156,WPR,2010,429899,430580,2288,6325,0,39307,2662,1103,11144,0,484116,,,,,,,908399,190,569,759,42851,38880,50246,52925,56754,64514,0,76,850,926,27064,21022,20422,16075,17441,20020,0,367,2155,2522,54328,41926,45869,43632,47016,55003,287774,0,200,1993,2193,33194,24042,22604,18710,19627,22202,140379,0,,,,,,136,198,403,477,507,505,429,350,2671,0,23,89,112,486,580,798,602,520,358,3344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2792,,,,,0,1222,,,,,,,,,,,229,1669,,,,,,,,,,,,,,145919,4542,,2036,65412,197897,,,,
China,CN,CHN,156,WPR,2011,377005,479486,2028,6540,0,34610,2499,886,8830,0,377005,,,,,,,899669,109,536,645,37514,34597,43087,47949,51315,55881,0,40,693,733,22859,18347,17119,14103,15218,17638,0,301,1990,2291,58225,46051,50724,51044,55593,63305,324942,0,146,1728,1874,34383,26119,24405,21018,22141,24341,152407,0,,,,,,93,153,415,487,531,466,463,390,2752,0,25,78,103,493,716,709,640,582,392,3532,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601,,,,,0,1155,27,,,,,,,9940,,3409,382,577,642,,,,,,,46,3,,,,,208681,4715,,1677,179872,258954,,,,
China,CN,CHN,156,WPR,2012,316332,533977,2073,6479,0,31784,2281,738,7014,0,316332,,,,,,,890645,90,421,511,29018,28324,34505,40428,44821,49413,0,36,544,580,17786,15549,13485,11981,13384,16547,0,326,2036,2362,60246,50282,54472,57181,64972,74282,361435,0,164,1762,1926,35518,28753,26472,23869,26085,29630,170327,0,,,,,,100,155,393,463,578,499,452,394,2779,0,24,67,91,461,633,677,684,578,421,3454,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3007,,,,,111,1795,115,,,,,,,11472,4861,0,826,1678,0,2241,370,0,133,173,0,2042,132,,,,,309385,5866,,3454,294795,308079,,,,
China,CN,CHN,156,WPR,2013,,,,30767,,,,,,,275915,512469,28025,,,8065,,847176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,368,2161,2529,84785,76917,84565,100297,112558,124476,583598,0,196,2105,2301,49491,44985,38804,37138,40892,47438,258748,0,,,,,,,,,,30156,11656,0,,2966,,,,,,2184,159,0,,,,,,16308,6280,0,984,1982,0,3772,873,0,244,246,0,,,,,,,329415,4649,,3127,358345,369428,,,2637,78595
China,CN,CHN,156,WPR,2014,,,,32348,,,,,,,235704,526106,25125,,,6872,,819283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,209,1945,2154,78469,74973,78232,102352,108902,123436,566364,0,96,1914,2010,43893,43255,35937,38186,39749,47735,248755,0,,,,,,,,,,45664,17210,0,5807,4630,,,0,2846,,,135,0,,,,,,26187,9186,0,1411,2303,0,9386,2760,,562,665,,,,,,,,343515,5309,,3675,423254,441686,,,2615,90859
China,CN,CHN,156,WPR,2015,,,,33259,,,,,,,215151,527531,22498,0,0,5724,0,798439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,163,1937,2100,72413,73243,70553,103685,105403,125699,550996,0,110,1988,2098,39315,42986,33294,38672,38563,50415,243245,0,,,,,,0,,,,63401,0,30192,9662,8072,,357,0,5691,,,122,0,,0,0,,0,24950,12332,,1514,2464,,16343,5786,,893,1055,,0,,,373083,10034,3750,,,,,,,,,2802,101966
China,CN,CHN,156,WPR,2016,,,,35369,,,,,,,207740,514549,20835,0,0,5349,0,778493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,154,2187,2341,72029,72594,64989,103493,100077,122436,535618,0,93,2256,2349,38102,41452,30795,38973,37153,51710,238185,0,,,,,,0,,,,96586,14354,7279,10898,8619,,525,0,5405,,,265,,,,0,,0,32574,14757,,2245,3557,,14565,5232,,1775,1960,,,,1,335364,4612,4051,,,,,,,,,2931,110295
